_id,Country,CancerSiteICD10Code,CancerSite,Sex,SexQF,Year,IncidencesAgeUnder5,IncidencesAge5To9,IncidencesAge10To14,IncidencesAge15To19,IncidencesAge20To24,IncidencesAge25To29,IncidencesAge30To34,IncidencesAge35To39,IncidencesAge40To44,IncidencesAge45To49,IncidencesAge50To54,IncidencesAge55To59,IncidencesAge60To64,IncidencesAge65To69,IncidencesAge70To74,IncidencesAge75To79,IncidencesAge80To84,IncidencesAge85To89,IncidencesAge90AndOver,IncidencesAllAges,IncidenceRateAgeUnder5,IncidenceRateAge5To9,IncidenceRateAge10To14,IncidenceRateAge15To19,IncidenceRateAge20To24,IncidenceRateAge25To29,IncidenceRateAge30To34,IncidenceRateAge35To39,IncidenceRateAge40To44,IncidenceRateAge45To49,IncidenceRateAge50To54,IncidenceRateAge55To59,IncidenceRateAge60To64,IncidenceRateAge65To69,IncidenceRateAge70To74,IncidenceRateAge75To79,IncidenceRateAge80To84,IncidenceRateAge85To89,IncidenceRateAge90AndOver,CrudeRate,CrudeRateLower95pcConfidenceInterval,CrudeRateUpper95pcConfidenceInterval,EASR,EASRLower95pcConfidenceInterval,EASRLower95pcConfidenceIntervalQF,EASRUpper95pcConfidenceInterval,EASRUpper95pcConfidenceIntervalQF,WASR,WASRLower95pcConfidenceInterval,WASRLower95pcConfidenceIntervalQF,WASRUpper95pcConfidenceInterval,WASRUpper95pcConfidenceIntervalQF,StandardisedIncidenceRatio,StandardisedIncidenceRatioQF
1246,S92000003,"C00-C14, C30-C32",Head and neck,All,d,2014,0,0,1,1,3,5,7,15,28,74,108,158,183,212,175,132,72,57,16,1247,0,0,0.367783626,0.324389904,0.814020692,1.398374529,2.036766546,4.762554888,7.7586398,18.33144239,27.092453,44.55058889,57.94623349,69.37694918,76.20789514,70.81013229,54.36300899,76.17367598,40.45307443,23.31887202,22.04241118,24.64997315,24.74647835,23.37462025, ,26.1569041, ,12.82320023,12.07787892, ,13.59052134, ,100, 
1247,S92000003,"C00-C14, C30-C32",Head and neck,All,d,2015,1,0,1,1,4,5,4,15,26,80,116,178,196,219,173,133,77,51,23,1303,0.343437257,0,0.367455226,0.328965765,1.087932113,1.37405671,1.149755677,4.685494023,7.432287572,20.21130924,28.62126906,49.06014001,61.83004309,69.97811187,74.46433029,70.90723947,57.31682807,67.09466926,57.79620555,24.25088405,22.95184934,25.60428963,25.66901665,24.27543239, ,27.10094673, ,13.36846537,12.60601643, ,14.15298534, ,100, 
1248,S92000003,"C00-C14, C30-C32",Head and neck,All,d,2016,2,0,0,0,2,2,5,12,38,67,118,138,196,209,164,138,91,46,23,1251,0.696286703,0,0,0,0.549500367,0.534582117,1.420805711,3.661293718,11.25465735,17.08089973,29.01465732,37.21472085,60.9543713,65.82179615,68.61379221,73.85761536,66.70673958,58.99099746,56.00603891,23.14652062,21.88149307,24.46561039,24.32498518,22.97941427, ,25.70830041, ,12.5149141,11.78166054, ,13.26999064, ,100, 
1249,S92000003,"C00-C14, C30-C32",Head and neck,All,d,2017,1,1,1,0,3,4,10,14,26,64,127,166,206,221,170,129,81,36,23,1283,0.354476686,0.331179562,0.357019175,0,0.841257512,1.046441054,2.816266757,4.12914795,7.999187775,16.62035474,31.20017492,43.81265077,62.61188836,72.44334013,65.5030247,68.52152851,58.74119789,44.94887066,55.12282804,23.6506415,22.37405934,24.98107921,24.66946154,23.32327821, ,26.05288163, ,12.96295497,12.21666225, ,13.73106085, ,100, 
1250,S92000003,"C00-C14, C30-C32",Head and neck,All,d,2018,0,0,1,2,4,1,6,17,28,57,123,192,210,212,173,135,100,39,20,1320,0,0,0.34747559,0.702829592,1.140823218,0.261547314,1.660862874,4.885099584,8.818286607,15.22895532,30.39385995,49.65602855,62.44313215,70.56951597,63.84588415,70.64290274,71.29718091,47.88272416,47.70195817,24.27318365,22.98123988,25.6188442,25.05469266,23.70737337, ,26.43872302, ,13.02526956,12.28314532, ,13.78885414, ,100, 
1251,S92000003,"C00-C14, C30-C32",Head and neck,Male, ,1994,0,0,0,1,3,1,7,4,19,52,72,83,98,87,88,51,41,14,2,623,0,0,0,0.644666353,1.609787508,0.496877127,3.518595779,2.226725155,11.43902997,30.52377626,51.10514884,62.70824047,80.02482403,79.86707182,96.22323791,98.57739292,118.545076,100.38001,48.52013586,25.39393203,23.43877424,27.46865486,34.04019291,31.29992463, ,36.89381, ,17.69534426,16.2975747, ,19.14980092, ,100, 
1252,S92000003,"C00-C14, C30-C32",Head and neck,Male, ,1995,0,1,0,2,1,2,3,9,18,38,73,90,97,86,101,44,48,16,5,634,0,0.602115835,0,1.283326382,0.56084935,1.015981387,1.499925004,4.882150316,10.82465857,21.78187175,51.2780888,67.72722484,79.39041258,78.93166904,112.5260425,80,136.7131871,109.5665274,113.0198915,25.84218415,23.86950596,27.93441305,35.03424295,32.20327755, ,37.98277072, ,17.74366792,16.35057794, ,19.19289853, ,100, 
1253,S92000003,"C00-C14, C30-C32",Head and neck,Male, ,1996,0,0,0,0,0,0,1,8,15,58,73,94,113,110,94,66,36,20,7,695,0,0,0,0,0,0,0.503742809,4.274897269,8.919970029,32.86752122,49.9346745,71.38951334,92.63206217,101.4273596,105.2325191,113.8736003,103.6239602,132.8903654,151.3513514,28.40189291,26.32930398,30.5942714,38.44332253,35.46441881, ,41.54064533, ,19.34204153,17.89696987, ,20.84241868, ,100, 
1254,S92000003,"C00-C14, C30-C32",Head and neck,Male, ,1997,0,0,0,1,1,2,4,7,20,49,72,97,107,111,65,45,45,22,1,649,0,0,0,0.627214852,0.624516,1.07451781,2.023165242,3.680375188,11.65738933,29.02946787,45.7741554,73.4497929,87.70995057,101.8909491,73.47123319,73.48738467,132.7120444,141.5428167,20.67397147,26.57307267,24.56771776,28.69849996,34.47941763,31.79827544, ,37.26753236, ,18.19975932,16.79266464, ,19.66265844, ,100, 
1255,S92000003,"C00-C14, C30-C32",Head and neck,Male, ,1998,0,1,0,0,2,1,5,7,14,44,88,128,85,95,94,70,33,25,8,700,0,0.609741226,0,0,1.30394247,0.561526454,2.55683852,3.6374785,8.018189836,26.53639708,53.80716247,95.73314386,68.76577568,87.0649046,105.8832806,109.3698733,101.58222,154.6455524,153.8165737,28.70039291,26.61337334,30.90759097,37.95513849,35.03778116, ,40.9874949, ,19.0289022,17.60909444, ,20.50297435, ,100, 
1256,S92000003,"C00-C14, C30-C32",Head and neck,Male, ,1999,0,1,0,0,3,2,7,4,17,34,99,118,114,99,104,76,38,29,3,748,0,0.614420448,0,0,1.966877778,1.183719127,3.633324856,2.060793405,9.546324946,20.63206952,59.08260823,86.58707504,91.42673831,90.87404307,116.6704061,113.9379038,120.4170232,175.9815523,54.30847212,30.69933327,28.53844246,32.98047468,39.54762737,36.66558351, ,42.53715778, ,20.06879064,18.61714192, ,21.57416119, ,100, 
1257,S92000003,"C00-C14, C30-C32",Head and neck,Male, ,2000,0,0,2,1,1,3,4,6,17,44,68,110,108,102,112,56,35,17,5,691,0,0,1.207175451,0.622033677,0.649434992,1.871210798,2.137402949,3.071771952,9.357368928,26.68461814,39.63188968,79.84205789,86.17250459,93.22901433,124.9219238,85.06630615,102.0586692,101.8207954,84.11843876,28.41369351,26.33436455,30.61355987,35.95936316,33.23441188, ,38.79015261, ,18.60565822,17.20624017, ,20.05900963, ,100, 
1258,S92000003,"C00-C14, C30-C32",Head and neck,Male, ,2001,0,0,0,0,1,4,4,6,20,40,67,120,113,101,91,71,33,16,7,694,0,0,0,0,0.634079222,2.612313138,2.171764885,3.081822384,10.83670174,23.91986844,38.51947246,84.51954162,90.67419878,91.60582287,100.8421986,107.2604768,89.25432072,95.91751094,109.9418879,28.51586431,26.43348818,30.71868507,35.75560976,33.04780603, ,38.56851663, ,18.3768978,16.99625523, ,19.81068735, ,100, 
1259,S92000003,"C00-C14, C30-C32",Head and neck,Male, ,2002,0,0,1,1,0,0,2,9,23,41,71,116,108,97,92,61,41,14,6,683,0,0,0.605114427,0.618379475,0,0,1.123690199,4.639653573,12.20826234,24.01213491,42.52031693,75.74075767,86.30127135,87.53959587,100.7325005,92.02824211,103.8974203,84.31195423,92.25092251,28.04196852,25.97808809,30.22621164,34.39523983,31.77600748, ,37.11672409, ,17.75017516,16.4057744, ,19.14676544, ,100, 
1260,S92000003,"C00-C14, C30-C32",Head and neck,Male, ,2003,0,0,1,2,1,1,3,7,21,34,83,108,121,102,98,79,27,17,8,713,0,0,0.612846488,1.226098738,0.608968894,0.694160032,1.738213464,3.628973726,10.98050699,19.57149929,50.59525624,67.68147094,95.50419903,90.6844005,106.2676209,117.9474164,65.52443819,106.4029542,120.0300075,29.24422744,27.13677357,31.47189056,35.80957276,33.12589779, ,38.59628769, ,18.38714876,17.02155886, ,19.80468059, ,100, 
1261,S92000003,"C00-C14, C30-C32",Head and neck,Male, ,2004,0,0,1,0,1,0,4,8,18,42,77,94,131,117,85,69,48,18,9,722,0,0,0.615820427,0,0.60865384,0,2.407825433,4.178440293,9.285721655,23.69334048,47.19091483,57.31462681,101.0202272,102.6369809,91.52973101,101.7054081,111.22955,113.3572643,132.9394387,29.5103047,27.39672563,31.74366536,36.01818051,33.32964519, ,38.80951421, ,18.2499344,16.90115103, ,19.64976032, ,100, 
1262,S92000003,"C00-C14, C30-C32",Head and neck,Male, ,2005,0,0,0,0,2,2,1,11,17,42,65,117,119,112,99,47,49,17,6,706,0,0,0,0,1.203434602,1.331699782,0.62028198,5.85000585,8.631413267,23.14967921,39.74173983,69.49724387,90.48466323,97.56097561,105.2586812,68.25046468,113.942889,95.72072072,85.4335754,28.68433177,26.60719566,30.88055202,34.0524508,31.50741012, ,36.69493198, ,17.63250659,16.31612663, ,18.9992284, ,100, 
1263,S92000003,"C00-C14, C30-C32",Head and neck,Male, ,2006,0,0,0,0,2,1,3,7,23,30,66,137,136,126,110,54,46,16,9,766,0,0,0,0,1.193402869,0.644774426,1.921611079,3.755989462,11.63531876,16.22595179,39.82765488,80.28598218,100.153913,110.3172935,115.5680696,77.1582888,105.4610482,82.08074693,126.8677756,30.94869466,28.79553541,33.22021565,36.53276436,33.90145294, ,39.26102417, ,18.75828791,17.41599184, ,20.14970605, ,100, 
1264,S92000003,"C00-C14, C30-C32",Head and neck,Male, ,2007,0,0,0,2,1,0,3,8,21,39,87,114,142,120,101,87,50,16,3,794,0,0,0,1.197726715,0.590995591,0,1.969266317,4.376080345,10.58254384,20.61365258,51.28628357,69.52830534,96.45035524,104.1522011,105.0201722,121.4083367,112.7624546,76.43068692,42.83266705,31.80377472,29.62979413,34.09507299,36.84535888,34.27432601, ,39.50805585, ,18.95393201,17.61688669, ,20.33918703, ,100, 
1265,S92000003,"C00-C14, C30-C32",Head and neck,Male, ,2008,0,0,0,2,1,5,5,18,20,35,71,90,146,115,88,64,39,17,5,721,0,0,0,1.202378304,0.580575118,3.00352614,3.325065005,10.07579235,10.10815728,18.13180266,41.03832749,55.84235084,94.9383551,98.1178438,89.75745089,87.55609062,86.05851979,77.06255666,72.47427163,28.66459561,26.61019089,30.83551157,32.79688744,30.38002035, ,35.30494144, ,17.400921,16.11249926, ,18.73819496, ,100, 
1266,S92000003,"C00-C14, C30-C32",Head and neck,Male, ,2009,0,0,0,0,1,4,5,12,17,45,82,118,149,137,87,71,36,14,6,784,0,0,0,0,0.577247223,2.386948167,3.283166548,6.923689403,8.658890643,22.97747187,46.37956584,73.64413655,94.32349795,114.2133038,87.16910807,95.63191143,77.51437246,59.80861244,85.22727273,30.96404419,28.83424775,33.20952626,34.93603434,32.46555303, ,37.49581937, ,18.62751346,17.30893364, ,19.99380828, ,100, 
1267,S92000003,"C00-C14, C30-C32",Head and neck,Male, ,2010,2,0,0,0,2,6,3,7,25,45,82,120,146,124,123,79,50,19,6,839,1.348181303,0,0,0,1.137016129,3.560661808,1.927128835,4.151690924,12.99362792,22.60613581,45.37405932,74.80690468,89.97239203,101.7419201,121.9826646,103.9788357,104.9207848,79.79170166,74.30340557,32.92496953,30.73448491,35.23035678,37.11113288,34.58711905, ,39.72277484, ,19.34649829,18.00650319, ,20.73390166, ,100, 
1268,S92000003,"C00-C14, C30-C32",Head and neck,Male, ,2011,1,0,0,1,1,3,2,9,13,53,85,128,132,119,132,76,51,17,8,831,0.66779747,0,0,0.601066292,0.549163898,1.76064604,1.252787452,5.472155847,6.810811377,26.47246863,46.02132141,78.64340133,80.18077119,94.13439861,131.1293014,98.20644027,103.6964743,69.79513076,88.37825895,32.33085632,30.16974729,34.60588709,36.32874468,33.84829184, ,38.89566158, ,18.69485827,17.39829917, ,20.03735126, ,100, 
1269,S92000003,"C00-C14, C30-C32",Head and neck,Male, ,2012,0,1,1,0,3,1,3,6,24,39,94,142,157,168,127,70,33,20,14,903,0,0.708536447,0.694116667,0,1.623851125,0.585175172,1.837019619,3.793938551,12.88964317,19.54505134,49.93465997,85.43460342,99.50122634,122.315253,124.964331,89.27774306,64.81517854,80.56070249,142.2186103,35.03680222,32.78854776,37.39861631,38.68148838,36.14186525, ,41.3061202, ,20.3640866,19.01499053, ,21.75876389, ,100, 
1270,S92000003,"C00-C14, C30-C32",Head and neck,Male, ,2013,0,0,1,0,3,0,6,4,23,52,94,119,138,145,123,85,46,31,7,877,0,0,0.711075715,0,1.626580494,0,3.592599246,2.593327369,12.68307747,26.25639368,48.99380281,70.26245092,89.02823743,100.9749304,118.9647168,105.945407,88.02816901,121.6974836,67.85575805,33.90446441,31.69739369,36.22470089,37.06023594,34.60828082, ,39.59492041, ,19.16199134,17.86578696, ,20.50294525, ,100, 
1271,S92000003,"C00-C14, C30-C32",Head and neck,Male, ,2014,0,0,0,1,1,2,3,7,14,52,82,113,136,163,128,82,41,24,6,855,0,0,0,0.632671138,0.545027442,1.130345829,1.786894913,4.522752677,7.987220447,26.54984734,42.17694773,65.30093328,88.24693569,110.4051802,120.5420626,100.0463629,76.461154,90.2968509,54.60999363,32.92856235,30.7580831,35.21179419,35.39074217,33.02712608, ,37.83488657, ,18.39759863,17.136353, ,19.70299394, ,100, 
1272,S92000003,"C00-C14, C30-C32",Head and neck,Male, ,2015,0,0,0,0,3,4,3,5,16,62,82,138,140,162,115,94,51,27,9,911,0,0,0,0,1.637903265,2.212475041,1.764705882,3.175308799,9.402914904,32.36499361,41.57751164,77.9348397,90.76351566,106.9398694,106.5584404,113.6597221,92.69356598,99.535501,78.78840935,34.89794363,32.66829138,37.23970672,37.26801461,34.85236494, ,39.76345813, ,19.34368358,18.0516617, ,20.67972946, ,100, 
1273,S92000003,"C00-C14, C30-C32",Head and neck,Male, ,2016,1,0,0,0,2,0,4,6,23,44,87,95,152,157,116,88,53,25,8,861,0.677842022,0,0,0,1.100788164,0,2.321464844,3.720514919,13.94539468,23.22855846,44.06647453,52.56256328,97.18297252,102.3021236,103.692712,106.6472763,94.30437181,88.37982112,66.57235583,32.76875421,30.61621999,35.03270749,34.87181917,32.55250471, ,37.26981393, ,18.04580644,16.79888102, ,19.33673846, ,100, 
1274,S92000003,"C00-C14, C30-C32",Head and neck,Male, ,2017,1,0,1,0,1,3,6,8,17,47,92,125,148,157,123,95,52,27,10,913,0.689103889,0,0.696961249,0,0.558231968,1.575828886,3.438592469,4.812724844,10.66011174,25.34239189,46.61107114,67.71140856,92.53585764,106.5324042,100.5287978,113.6214135,91.17368587,91.64347295,80.72328059,34.57940386,32.37248465,36.8971659,36.38937992,34.04021538, ,38.81581792, ,18.95250291,17.67464262, ,20.27433081, ,100, 
1275,S92000003,"C00-C14, C30-C32",Head and neck,Male, ,2018,0,0,1,1,0,1,4,5,20,43,90,144,146,154,133,99,66,21,10,938,0,0,0.679043364,0.687734259,0,0.52484622,2.247936114,2.928274836,12.85553592,23.81466651,45.94907821,76.57456448,89.43721936,106.1966431,103.6188695,116.4144354,113.1609629,68.87052342,79.23930269,35.41291726,33.182632,37.75367544,36.91749934,34.56806286, ,39.34308509, ,18.96146227,17.69834654, ,20.26749839, ,100, 
1276,S92000003,"C00-C14, C30-C32",Head and neck,Female, ,1994,0,0,0,0,0,0,2,5,6,25,19,34,27,38,34,26,25,20,9,270,0,0,0,0,0,0,0.972862014,2.696362607,3.559816788,14.50082365,12.91489087,23.85194955,19.50514719,28.90767042,27.15524815,30.14178231,35.20581318,49.71785119,49.01960784,10.1930334,9.013354508,11.48420919,11.41041891,10.08315377, ,12.81855749, ,5.819097459,5.081409477, ,6.606055518, ,100, 
1277,S92000003,"C00-C14, C30-C32",Head and neck,Female, ,1995,0,0,2,1,0,1,3,9,4,13,25,39,31,29,59,39,28,14,6,303,0,0,1.27166601,0.657920707,0,0.496598302,1.439788063,4.723169772,2.360759456,7.374840448,16.92196268,27.33945083,22.56005706,22.07203093,48.69433165,43.32659364,39.35624429,33.87861775,31.3365018,11.43250839,10.18134346,12.79498465,12.7440208,11.34312491, ,14.22530285, ,6.440845825,5.663719345, ,7.267206824, ,100, 
1278,S92000003,"C00-C14, C30-C32",Head and neck,Female, ,1996,0,0,1,0,1,2,4,2,3,15,42,34,50,53,49,38,31,23,5,353,0,0,0.638325035,0,0.584839783,1.009346549,1.922032742,1.025677845,1.747711954,8.393627558,27.92256143,24.05768183,36.56975681,40.53475281,41.10669284,40.74018483,44.1381667,55.19558435,25.34083422,13.34507801,11.9890868,14.81244412,14.84904614,13.33422934, ,16.44418497, ,7.685831222,6.833232631, ,8.587828597, ,100, 
1279,S92000003,"C00-C14, C30-C32",Head and neck,Female, ,1997,0,1,0,0,0,2,2,2,6,11,30,33,35,34,41,29,24,18,17,285,0,0.633440596,0,0,0,1.037021674,0.961214976,1.008247464,3.412057072,6.419496595,18.64303558,23.37954927,25.72186579,25.96034176,34.87106212,29.84429511,35.25005508,42.73301363,84.28358949,10.79129336,9.574682655,12.11967324,12.01654691,10.65685682, ,13.45668951, ,5.982434815,5.239232321, ,6.774213238, ,100, 
1280,S92000003,"C00-C14, C30-C32",Head and neck,Female, ,1998,0,0,0,1,2,1,5,5,10,15,23,33,38,40,44,43,28,10,6,304,0,0,0,0.636642602,1.281541951,0.539825636,2.418648749,2.476767917,5.540288981,8.907998195,13.81041305,23.1197674,27.75890659,30.61591568,37.62548956,42.78606965,42.86064169,23.51557907,28.72737719,11.52353663,10.26442518,12.89447317,12.60942774,11.2280413, ,14.06979515, ,6.528609327,5.747507831, ,7.358754406, ,100, 
1281,S92000003,"C00-C14, C30-C32",Head and neck,Female, ,1999,0,0,0,0,0,2,2,1,4,15,26,34,39,49,39,37,30,17,11,306,0,0,0,0,0,1.129503188,0.98112319,0.487838194,2.161753182,8.940598662,15.25508258,23.5307145,28.32655433,37.7599852,33.45600535,35.76226791,47.77450434,39.94173206,50.99439062,11.61107454,10.34643071,12.98764962,12.72332465,11.33446826, ,14.19128687, ,6.298395148,5.547658896, ,7.096080411, ,100, 
1282,S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2000,0,0,1,1,2,0,1,4,6,9,27,48,25,39,40,31,22,13,7,276,0,0,0.636099944,0.636403556,1.285140562,0,0.501027106,1.9255672,3.164073006,5.342292556,15.49195566,33.05307084,18.12829028,30.17875106,34.21201184,30.89310984,33.26227302,30.46708383,31.31710809,10.49025205,9.289037688,11.80369561,11.43837256,10.12551632, ,12.83009573, ,5.913808078,5.175668079, ,6.700436261, ,100, 
1283,S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2001,0,1,0,0,2,3,3,3,7,15,31,44,54,38,35,31,31,24,4,326,0,0.669084291,0,0,1.268343417,1.854553547,1.522417599,1.438559139,3.602120105,8.772801974,17.51956823,29.69782463,39.43649629,29.40971604,29.93039046,31.18022168,44.82619006,56.16925669,17.37770441,12.39323664,11.08428241,13.81426745,13.31122586,11.90121564, ,14.79903231, ,7.108018532,6.284849403, ,7.981111146, ,100, 
1284,S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2002,0,0,0,0,2,1,1,4,5,15,30,28,44,50,59,40,24,16,10,329,0,0,0,0,1.237708012,0.650639253,0.519076045,1.916424718,2.527946448,8.549493015,17.64342635,17.63290804,32.1085854,38.82168424,50.05089922,40.7738884,33.11075548,38.60538062,43.16670983,12.50776983,11.1925871,13.93502422,13.47151509,12.05184728, ,14.96908715, ,6.773840552,5.998307592, ,7.595838759, ,100, 
1285,S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2003,1,0,2,2,1,1,4,13,11,13,16,45,36,33,44,34,43,14,10,323,0.771747855,0,1.275022313,1.267403028,0.608724236,0.670605355,2.150630135,6.266570258,5.455726777,7.22583514,9.552295835,27.36909968,25.93473093,25.43529031,37.28971567,34.83606557,57.32951137,35.46728143,43.11831666,12.2794452,10.97666974,13.69430898,12.77837636,11.41752023, ,14.21474436, ,6.634823835,5.841864001, ,7.477515117, ,100, 
1286,S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2004,1,1,0,2,1,1,4,4,4,13,31,39,46,46,35,35,24,20,7,314,0.776017942,0.703472339,0,1.258471083,0.6030672,0.668780012,2.237499371,1.947808472,1.948690967,7.033984969,18.53878493,23.10522356,32.64101272,35.202106,29.7553262,35.84155982,31.06313582,52.43151134,29.92092327,11.90432411,10.62388833,13.29656756,12.61141006,11.2511865, ,14.04813053, ,6.709617783,5.908632732, ,7.560776596, ,100, 
1287,S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2005,0,0,1,0,0,1,3,3,8,13,27,36,43,47,32,35,28,13,8,298,0,0,0.646437483,0,0,0.65524788,1.735639033,1.485141163,3.826085293,6.862475981,16.04249479,20.81767189,30.29470406,35.86691087,27.2319567,35.5568198,37.2083134,31.71427874,33.91698817,11.24984239,10.00868483,12.602388,11.83529282,10.5255764, ,13.22069692, ,6.116629767,5.382750057, ,6.896727092, ,100, 
1288,S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2006,0,0,0,1,1,2,0,1,8,21,27,33,41,57,43,38,18,17,5,313,0,0,0,0.6245004,0.585346437,1.273398701,0,0.499697683,3.809505669,10.83457157,15.80157899,18.77795354,28.32332806,43.80807452,36.56711341,38.52744066,24.14098334,38.87135867,21.22781693,11.7760548,10.50745188,13.15561729,12.4097842,11.0688966, ,13.82622508, ,6.502701583,5.746229553, ,7.305272724, ,100, 
1289,S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2007,0,1,0,0,2,0,2,2,8,6,31,45,51,46,34,34,21,18,2,303,0,0.739256751,0,0,1.160274521,0,1.255950063,1.015393363,3.797047795,3.0325698,17.67368673,26.61776884,32.79426422,35.28202611,28.88749172,34.01836992,28.41293465,39.19348517,8.754650908,11.33370813,10.09335582,12.6844098,11.80742498,10.51154426, ,13.17754082, ,6.236840076,5.500327492, ,7.018957911, ,100, 
1290,S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2008,0,0,0,2,1,3,4,7,13,16,20,25,43,33,54,49,24,18,9,321,0,0,0,1.228576694,0.573256441,1.764612462,2.561573831,3.660551802,6.192894368,7.913818516,11.12860776,15.01393293,26.67708934,24.96274499,45.43351142,48.77951659,32.4771983,37.89393907,40.4730854,11.94373274,10.67274436,13.32443049,12.35446533,11.03483978, ,13.74754545, ,6.242718431,5.510487214, ,7.019964098, ,100, 
1291,S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2009,0,0,0,1,1,2,0,2,18,17,25,35,65,43,62,41,37,21,11,381,0,0,0,0.609232306,0.569914228,1.160119724,0,1.085758647,8.666470869,8.26197257,13.56307372,21.10658827,39.31174211,32.07614728,51.73003596,40.78141163,49.73452517,43.02220765,49.92737836,14.11147174,12.72991082,15.60207741,14.44826828,13.02783383, ,15.94114172, ,7.248192873,6.476309451, ,8.062906042, ,100, 
1292,S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2010,0,0,0,1,0,1,3,10,8,18,27,47,54,47,54,29,30,12,8,349,0,0,0,0.611164758,0,0.573417511,1.876829909,5.608241872,3.915196837,8.596193796,14.33242738,28.16783234,31.9447238,34.78750019,44.90345757,28.67794666,39.74510142,25.1735929,32.84746459,12.85933363,11.54543429,14.28179481,13.21455911,11.85996271, ,14.6413486, ,6.987831327,6.221491385, ,7.798036562, ,100, 
1293,S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2011,1,0,1,0,0,4,2,4,14,17,28,39,61,50,49,47,23,22,6,368,0.695216908,0,0.706713781,0,0,2.273282677,1.21845719,2.330567726,6.903659433,8.073669863,14.5363929,23.05455061,35.49917072,36.23240917,40.93464658,46.18892252,30.17818249,46.29824488,22.97354214,13.48182884,12.13940866,14.93214023,13.7125585,12.34247952, ,15.15370861, ,7.218014956,6.430755126, ,8.050076763, ,100, 
1294,S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2012,0,0,1,0,5,5,3,4,10,32,33,50,68,61,39,52,26,21,17,427,0,0,0.727219839,0,2.679657647,2.833776347,1.768565517,2.441376448,5.018190942,15.1855244,16.79722693,28.88720701,41.25312432,41.10650628,32.52330837,50.88460936,33.45643586,44.21424962,62.82103396,15.60495704,14.1597501,17.15765888,15.64982073,14.19655451, ,17.17288701, ,8.431446752,7.57855055, ,9.329166614, ,100, 
1295,S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2013,1,0,1,3,2,2,6,4,10,20,34,56,48,49,59,50,37,19,11,412,0.695197575,0,0.743494424,1.96308099,1.076188785,1.12287636,3.45425132,2.502064203,5.183173346,9.5342518,16.95126511,31.62823272,29.57449693,31.86328699,48.54848265,48.39661998,47.393972,39.94533796,40.18411631,15.03090091,13.61436733,16.55477542,15.06398977,13.64014604, ,16.55750346, ,7.887004711,7.056909594, ,8.762590426, ,100, 
1296,S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2014,0,0,1,0,2,3,4,8,14,22,26,45,47,49,47,50,31,33,10,392,0,0,0.752671986,0,1.080707215,1.660936436,2.275403457,4.994256605,7.542778329,10.58608411,12.7316175,24.77864411,29.06671119,31.02463609,38.07271078,47.86887757,39.32962028,68.39378238,35.00787677,14.2490013,12.87318581,15.73180914,14.10221454,12.7359895, ,15.53704659, ,7.248801834,6.470095941, ,8.071116308, ,100, 
1297,S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2015,1,0,1,1,1,1,1,10,10,18,34,40,56,57,58,39,26,24,14,392,0.704771302,0,0.751975816,0.674690992,0.541978982,0.546170525,0.562113547,6.147339431,5.565914341,8.81260006,16.34057605,21.53443626,34.40839073,35.30111229,46.6222951,37.19031907,32.77820502,49.09381009,49.34442408,14.18988601,12.81977842,15.66654208,14.07001869,12.70680457, ,15.50169435, ,7.393247165,6.599342995, ,8.231592141, ,100, 
1298,S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2016,1,0,0,0,0,2,1,6,15,23,31,43,44,52,48,50,38,21,15,390,0.715763254,0,0,0,0,1.063971273,0.556768073,3.603928282,8.685129322,11.33960134,14.81396527,22.62157783,26.64309157,31.69630068,37.75068816,47.92439448,47.37150479,42.26117406,51.63511188,14.0429361,12.68363368,15.50822882,13.77815119,12.43976266, ,15.18393741, ,6.984021759,6.227814444, ,7.782933078, ,100, 
1299,S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2017,0,1,0,0,2,1,4,6,9,17,35,41,58,64,47,34,29,9,13,370,0,0.67646641,0,0,1.126938334,0.521180787,2.214962069,3.471679772,5.436095675,8.516607384,16.69281875,21.10367049,34.30470862,40.58518767,34.26230345,32.48893943,35.86490063,17.77637322,44.31264274,13.28784342,11.96822567,14.71322028,12.94954316,11.66063323, ,14.30504511, ,6.973407026,6.21792372, ,7.771578915, ,100, 
